sku,price,product_id,product_name,product_tags,stock_quantity,expiration_date,product_ratings,warranty_period,product_category,manufacturing_date,product_dimensions,product_description,color_size_variations
SKU-GRO-DAI-05155,1712.42,P005155,Eco Plastic Dairy,"lightweight, new",71,2025-01-21,4.2,No Warranty,Grocery,2024-03-28,19x39x31 cm,"A eco dairy made from plastic, suitable for everyday use in the grocery category.",Colors: Brown/Red; Sizes: M/One Size/S
SKU-GRO-SNA-05156,355.18,P005156,Eco Leather Snack,"family, lightweight, limited, premium",1273,2025-04-11,3.7,No Warranty,Grocery,2023-05-31,60x30x47 cm,"A eco snack made from leather, suitable for everyday use in the grocery category.",Colors: Silver/Brown; Sizes: XL/XS
SKU-SPO-FIT-05157,903.14,P005157,Essential Aluminum Fitnes,"lightweight, professional, sale",1485,,2.9,2 years,Sports,2023-03-29,14x30x40 cm,"A essential fitnes made from aluminum, suitable for everyday use in the sports category.",Colors: Green/White; Sizes: M/L/XL
SKU-HOM-DEC-05158,175.49,P005158,Pro Steel Decor,"family, premium",894,,3.3,3 years,Home & Kitchen,2022-09-04,66x31x23 cm,"A pro decor made from steel, suitable for everyday use in the home & kitchen category.",Colors: White; Sizes: S
SKU-SPO-OUT-05159,1468.33,P005159,Essential Leather Outdoor,"new, sale",787,,3.4,6 months,Sports,2022-08-15,37x51x4 cm,"A essential outdoor made from leather, suitable for everyday use in the sports category.",Colors: Pink; Sizes: One Size/L
SKU-OFF-PRI-05160,18.25,P005160,Portable Steel Printing,"durable, eco-friendly",629,,4.0,6 months,Office,2024-03-28,92x13x50 cm,"A portable printing made from steel, suitable for everyday use in the office category.",Colors: Gold/Green; Sizes: XS/XL
SKU-SPO-FIT-05161,2044.10,P005161,Premium Leather Fitnes,"durable, family, sale, trending",316,,2.6,3 months,Sports,2022-08-11,7x47x45 cm,"A premium fitnes made from leather, suitable for everyday use in the sports category.",Colors: Gray/Pink/Green/Silver; Sizes: L/One Size/M
SKU-HOM-FUR-05162,1485.26,P005162,Eco Wood Furniture,"giftable, premium",891,,3.0,3 months,Home & Kitchen,2022-01-25,14x19x41 cm,"A eco furniture made from wood, suitable for everyday use in the home & kitchen category.",Colors: Brown/Gray; Sizes: S/XL/XS
SKU-SPO-FIT-05163,1145.23,P005163,Deluxe Glass Fitnes,"durable, premium",847,,4.0,No Warranty,Sports,2025-03-14,69x60x15 cm,"A deluxe fitnes made from glass, suitable for everyday use in the sports category.",Colors: Pink/Silver/Green/Brown; Sizes: XS
SKU-OFF-PRI-05164,387.81,P005164,Eco Leather Printing,"eco-friendly, professional",200,,3.1,No Warranty,Office,2025-09-15,85x85x32 cm,"A eco printing made from leather, suitable for everyday use in the office category.",Colors: Black/Green; Sizes: L/One Size/S
SKU-GRO-SNA-05165,1324.02,P005165,Ultra Glass Snack,"eco-friendly, family, new",217,2028-01-23,3.2,No Warranty,Grocery,2025-05-08,27x35x41 cm,"A ultra snack made from glass, suitable for everyday use in the grocery category.",Colors: Gold; Sizes: One Size/L
SKU-TOY-OUT-05166,694.19,P005166,Compact Glass Outdoor Toy,"eco-friendly, family, premium, professional",1346,,4.0,2 years,Toys,2021-11-03,58x21x20 cm,"A compact outdoor toy made from glass, suitable for everyday use in the toys category.",Colors: Red/Blue/Gray; Sizes: L/XS/XL
SKU-GRO-SNA-05167,1817.45,P005167,Eco Cotton Snack,"durable, new",1062,2022-09-08,4.9,No Warranty,Grocery,2021-05-25,113x75x4 cm,"A eco snack made from cotton, suitable for everyday use in the grocery category.",Colors: Black/Silver/Blue; Sizes: One Size/XL
SKU-HOM-APP-05168,2369.72,P005168,Premium Aluminum Appliance,"giftable, new",1135,,3.5,2 years,Home & Kitchen,2024-11-08,12x49x26 cm,"A premium appliance made from aluminum, suitable for everyday use in the home & kitchen category.",Colors: Black/Brown/Green; Sizes: M/S
SKU-GRO-SNA-05169,699.13,P005169,Deluxe Cotton Snack,"limited, sale",114,2025-02-16,4.0,No Warranty,Grocery,2023-04-07,69x75x33 cm,"A deluxe snack made from cotton, suitable for everyday use in the grocery category.",Colors: Gray/Black/Gold; Sizes: XL/L/S
SKU-ELE-WEA-05170,2110.09,P005170,Smart Leather Wearable,"giftable, lightweight, professional",741,,2.6,3 months,Electronics,2022-10-20,61x56x43 cm,"A smart wearable made from leather, suitable for everyday use in the electronics category.",Colors: Red; Sizes: XL
SKU-ELE-SMA-05171,1091.54,P005171,Ultra Aluminum Smartphone,"family, trending",1059,,3.9,No Warranty,Electronics,2023-04-05,12x47x56 cm,"A ultra smartphone made from aluminum, suitable for everyday use in the electronics category.",Colors: Silver/Gray; Sizes: L/One Size/XL
SKU-TOY-ACT-05172,189.31,P005172,Compact Leather Action Figure,"lightweight, trending",1246,,4.2,6 months,Toys,2024-02-05,87x11x24 cm,"A compact action figure made from leather, suitable for everyday use in the toys category.",Colors: Black/Green/White/Blue; Sizes: XS
SKU-TOY-EDU-05173,362.27,P005173,Portable Cotton Educational,"bestseller, sale",126,,4.8,6 months,Toys,2023-04-08,62x81x39 cm,"A portable educational made from cotton, suitable for everyday use in the toys category.",Colors: White/Green; Sizes: One Size/XL/M
SKU-HOM-APP-05174,1747.38,P005174,Smart Silicone Appliance,"lightweight, professional",665,,2.6,1 year,Home & Kitchen,2023-04-04,103x9x31 cm,"A smart appliance made from silicone, suitable for everyday use in the home & kitchen category.",Colors: White; Sizes: XL/S/M
SKU-FAS-MEN-05175,454.62,P005175,Smart Plastic Men,"bestseller, family, lightweight, sale",1449,,2.9,No Warranty,Fashion,2022-04-28,56x86x8 cm,"A smart men made from plastic, suitable for everyday use in the fashion category.",Colors: Pink/White; Sizes: One Size/M
SKU-FAS-MEN-05176,395.25,P005176,Classic Steel Men,"giftable, limited, professional, sale",1217,,2.7,No Warranty,Fashion,2021-12-14,98x21x42 cm,"A classic men made from steel, suitable for everyday use in the fashion category.",Colors: Red/Silver/Gray/Brown; Sizes: One Size/L/M
SKU-SPO-OUT-05177,2170.43,P005177,Pro Silicone Outdoor,"bestseller, eco-friendly, professional",367,,4.3,6 months,Sports,2024-05-05,13x89x11 cm,"A pro outdoor made from silicone, suitable for everyday use in the sports category.",Colors: White; Sizes: One Size/L/XL
SKU-BEA-FRA-05178,684.21,P005178,Deluxe Cotton Fragrance,"eco-friendly, giftable, trending",1314,2027-12-18,2.6,6 months,Beauty,2025-12-31,30x70x26 cm,"A deluxe fragrance made from cotton, suitable for everyday use in the beauty category.",Colors: White/Gray/Gold; Sizes: XS/M/S
SKU-ELE-SMA-05179,2349.12,P005179,Max Steel Smartphone,"family, premium, professional",738,,4.4,2 years,Electronics,2024-02-26,103x16x16 cm,"A max smartphone made from steel, suitable for everyday use in the electronics category.",Colors: Gold/Silver/Brown; Sizes: L/One Size
SKU-TOY-ACT-05180,1727.57,P005180,Eco Steel Action Figure,"bestseller, trending",1131,,2.9,6 months,Toys,2021-01-20,37x32x30 cm,"A eco action figure made from steel, suitable for everyday use in the toys category.",Colors: Gold/Gray/Pink/Blue; Sizes: One Size
SKU-SPO-TEA-05181,62.31,P005181,Classic Leather Team Sport,"eco-friendly, giftable, professional",808,,4.8,3 years,Sports,2022-01-15,90x14x3 cm,"A classic team sport made from leather, suitable for everyday use in the sports category.",Colors: White; Sizes: L/M/XL
SKU-SPO-TEA-05182,1010.97,P005182,Max Leather Team Sport,"bestseller, eco-friendly, limited, new",869,,4.8,2 years,Sports,2022-08-25,86x66x13 cm,"A max team sport made from leather, suitable for everyday use in the sports category.",Colors: Brown; Sizes: XL/M/L
SKU-TOY-ACT-05183,1489.25,P005183,Deluxe Silicone Action Figure,"bestseller, eco-friendly, family",733,,4.2,No Warranty,Toys,2022-02-27,57x40x37 cm,"A deluxe action figure made from silicone, suitable for everyday use in the toys category.",Colors: Gold/Silver/Brown/Gray; Sizes: One Size
SKU-HOM-STO-05184,1602.89,P005184,Smart Plastic Storage,"lightweight, new",169,,3.1,2 years,Home & Kitchen,2022-03-24,80x68x31 cm,"A smart storage made from plastic, suitable for everyday use in the home & kitchen category.",Colors: White/Gold/Green; Sizes: L
SKU-HOM-APP-05185,2046.40,P005185,Ultra Glass Appliance,"family, giftable",486,,3.5,2 years,Home & Kitchen,2023-01-06,101x10x28 cm,"A ultra appliance made from glass, suitable for everyday use in the home & kitchen category.",Colors: Gold/Black; Sizes: L
SKU-GRO-BEV-05186,1263.46,P005186,Compact Leather Beverage,"durable, family, premium",22,2026-02-27,2.7,No Warranty,Grocery,2025-01-17,117x35x42 cm,"A compact beverage made from leather, suitable for everyday use in the grocery category.",Colors: Gold/White; Sizes: One Size/S/L
SKU-SPO-FIT-05187,1101.14,P005187,Classic Steel Fitnes,"bestseller, durable",1121,,4.1,No Warranty,Sports,2021-12-10,85x59x13 cm,"A classic fitnes made from steel, suitable for everyday use in the sports category.",Colors: Gold; Sizes: L/XL/S
SKU-TOY-PUZ-05188,1704.34,P005188,Portable Steel Puzzle,"bestseller, eco-friendly, lightweight, professional",167,,2.7,3 months,Toys,2021-12-24,109x85x55 cm,"A portable puzzle made from steel, suitable for everyday use in the toys category.",Colors: Gray; Sizes: XL
SKU-OFF-STA-05189,2144.14,P005189,Essential Cotton Stationery,"giftable, lightweight, limited, new",616,,5.0,1 year,Office,2023-10-25,17x30x20 cm,"A essential stationery made from cotton, suitable for everyday use in the office category.",Colors: Pink/White/Red; Sizes: M/XL/One Size
SKU-GRO-SNA-05190,2002.40,P005190,Portable Cotton Snack,"bestseller, family, lightweight, sale",889,2027-10-07,4.3,No Warranty,Grocery,2024-12-02,117x10x55 cm,"A portable snack made from cotton, suitable for everyday use in the grocery category.",Colors: Blue/Brown/Red; Sizes: M/L/XS
SKU-ELE-ACC-05191,304.89,P005191,Ultra Aluminum Accessorie,"new, professional, sale",913,,4.6,3 years,Electronics,2024-06-23,27x15x42 cm,"A ultra accessorie made from aluminum, suitable for everyday use in the electronics category.",Colors: Green/White/Blue/Red; Sizes: XL
SKU-ELE-ACC-05192,1436.29,P005192,Portable Leather Accessorie,"premium, trending",1150,,2.7,2 years,Electronics,2025-02-13,71x63x5 cm,"A portable accessorie made from leather, suitable for everyday use in the electronics category.",Colors: Gold/Blue/Silver; Sizes: M
SKU-TOY-PUZ-05193,1703.92,P005193,Mini Wood Puzzle,"bestseller, giftable, limited, professional",1271,,3.5,No Warranty,Toys,2025-06-12,61x66x30 cm,"A mini puzzle made from wood, suitable for everyday use in the toys category.",Colors: Gold; Sizes: S
SKU-HOM-STO-05194,2202.96,P005194,Deluxe Glass Storage,"family, new, trending",328,,4.2,No Warranty,Home & Kitchen,2022-03-17,118x78x49 cm,"A deluxe storage made from glass, suitable for everyday use in the home & kitchen category.",Colors: Silver; Sizes: XL/L/M
SKU-SPO-CYC-05195,271.33,P005195,Eco Plastic Cycling,"lightweight, new, sale",316,,4.0,3 months,Sports,2025-06-06,56x55x33 cm,"A eco cycling made from plastic, suitable for everyday use in the sports category.",Colors: Brown; Sizes: One Size/XL/S
SKU-OFF-ORG-05196,2202.75,P005196,Eco Plastic Organization,"eco-friendly, limited",987,,3.9,2 years,Office,2024-02-27,112x13x5 cm,"A eco organization made from plastic, suitable for everyday use in the office category.",Colors: Gray/Silver/Blue/Black; Sizes: L
SKU-FAS-SHO-05197,964.50,P005197,Compact Wood Shoe,"eco-friendly, new, trending",578,,3.8,2 years,Fashion,2021-02-11,112x26x44 cm,"A compact shoe made from wood, suitable for everyday use in the fashion category.",Colors: Green/Gray; Sizes: S/M
SKU-GRO-DAI-05198,1521.87,P005198,Premium Leather Dairy,"bestseller, limited, sale",740,2022-09-19,2.9,No Warranty,Grocery,2022-03-12,31x13x44 cm,"A premium dairy made from leather, suitable for everyday use in the grocery category.",Colors: Gray/Silver; Sizes: S
SKU-OFF-TEC-05199,480.62,P005199,Ultra Steel Tech,"bestseller, durable, lightweight, sale",618,,4.0,No Warranty,Office,2025-10-04,102x51x57 cm,"A ultra tech made from steel, suitable for everyday use in the office category.",Colors: Green; Sizes: M/One Size
SKU-BEA-FRA-05200,1964.90,P005200,Deluxe Steel Fragrance,"durable, professional, trending",124,2025-02-15,3.6,3 months,Beauty,2023-04-22,32x5x25 cm,"A deluxe fragrance made from steel, suitable for everyday use in the beauty category.",Colors: White/Blue; Sizes: XS/S
SKU-OFF-STA-05201,51.23,P005201,Deluxe Aluminum Stationery,"durable, lightweight, limited, professional",319,,4.5,6 months,Office,2025-12-20,76x63x41 cm,"A deluxe stationery made from aluminum, suitable for everyday use in the office category.",Colors: Black; Sizes: L
SKU-HOM-COO-05202,1131.13,P005202,Deluxe Plastic Cookware,"giftable, lightweight, limited, sale",570,,3.9,2 years,Home & Kitchen,2021-07-24,59x16x42 cm,"A deluxe cookware made from plastic, suitable for everyday use in the home & kitchen category.",Colors: Green; Sizes: L/XS/XL
SKU-ELE-ACC-05203,1220.93,P005203,Ultra Cotton Accessorie,"bestseller, lightweight, premium, professional",746,,2.7,6 months,Electronics,2022-02-02,87x35x1 cm,"A ultra accessorie made from cotton, suitable for everyday use in the electronics category.",Colors: Gold; Sizes: XL/S
SKU-GRO-SNA-05204,1670.34,P005204,Ultra Silicone Snack,"bestseller, durable, eco-friendly",1118,2023-12-20,3.9,No Warranty,Grocery,2022-01-12,69x85x57 cm,"A ultra snack made from silicone, suitable for everyday use in the grocery category.",Colors: Green/Brown; Sizes: M/XL/L
SKU-ELE-WEA-05205,1013.44,P005205,Eco Aluminum Wearable,"new, premium, professional, trending",926,,4.1,6 months,Electronics,2022-08-27,113x69x19 cm,"A eco wearable made from aluminum, suitable for everyday use in the electronics category.",Colors: Gold/Red; Sizes: L/S
SKU-ELE-ACC-05206,2039.34,P005206,Ultra Steel Accessorie,"eco-friendly, lightweight",341,,3.9,1 year,Electronics,2023-07-15,102x20x47 cm,"A ultra accessorie made from steel, suitable for everyday use in the electronics category.",Colors: Gold; Sizes: S
SKU-HOM-DEC-05207,2052.91,P005207,Mini Plastic Decor,"durable, family, giftable",439,,4.7,No Warranty,Home & Kitchen,2024-05-05,107x19x44 cm,"A mini decor made from plastic, suitable for everyday use in the home & kitchen category.",Colors: Gold/Silver/Pink/White; Sizes: XS
SKU-OFF-STA-05208,1892.78,P005208,Pro Wood Stationery,"durable, sale",1031,,3.1,3 years,Office,2021-05-24,27x41x8 cm,"A pro stationery made from wood, suitable for everyday use in the office category.",Colors: Black/White/Red/Gray; Sizes: XL/M
SKU-BEA-FRA-05209,1419.56,P005209,Mini Plastic Fragrance,"lightweight, premium, trending",117,2026-04-08,3.7,1 year,Beauty,2024-04-09,110x59x31 cm,"A mini fragrance made from plastic, suitable for everyday use in the beauty category.",Colors: Brown; Sizes: One Size/M/L
SKU-HOM-STO-05210,1734.71,P005210,Smart Steel Storage,"durable, trending",497,,2.7,No Warranty,Home & Kitchen,2023-08-26,82x18x6 cm,"A smart storage made from steel, suitable for everyday use in the home & kitchen category.",Colors: Pink/Brown; Sizes: M/L
SKU-FAS-BAG-05211,991.25,P005211,Classic Steel Bag,"premium, trending",789,,3.0,3 months,Fashion,2024-09-14,95x69x57 cm,"A classic bag made from steel, suitable for everyday use in the fashion category.",Colors: Pink/Silver/Brown/White; Sizes: XL/M/One Size
SKU-ELE-AUD-05212,748.76,P005212,Pro Plastic Audio,"bestseller, durable",1442,,4.3,2 years,Electronics,2024-04-18,82x17x28 cm,"A pro audio made from plastic, suitable for everyday use in the electronics category.",Colors: Brown/Red; Sizes: One Size/S/XL
SKU-HOM-APP-05213,723.97,P005213,Compact Steel Appliance,"eco-friendly, new",797,,3.6,6 months,Home & Kitchen,2024-01-14,103x58x6 cm,"A compact appliance made from steel, suitable for everyday use in the home & kitchen category.",Colors: Gold/Pink/White/Blue; Sizes: One Size/M
SKU-TOY-PUZ-05214,2473.54,P005214,Premium Aluminum Puzzle,"durable, lightweight, new",784,,3.5,6 months,Toys,2023-06-25,9x49x54 cm,"A premium puzzle made from aluminum, suitable for everyday use in the toys category.",Colors: Red/Gold; Sizes: M/L/One Size
SKU-BEA-SKI-05215,1412.23,P005215,Max Wood Skincare,"bestseller, durable",984,2027-04-14,3.7,3 years,Beauty,2025-08-10,43x60x11 cm,"A max skincare made from wood, suitable for everyday use in the beauty category.",Colors: Gray; Sizes: One Size
SKU-FAS-WOM-05216,1976.25,P005216,Classic Aluminum Women,"bestseller, family, lightweight",1094,,4.0,6 months,Fashion,2021-08-31,91x28x57 cm,"A classic women made from aluminum, suitable for everyday use in the fashion category.",Colors: White/Silver; Sizes: One Size
SKU-OFF-ORG-05217,598.85,P005217,Ultra Wood Organization,"eco-friendly, limited, premium",731,,2.7,6 months,Office,2023-01-08,30x27x30 cm,"A ultra organization made from wood, suitable for everyday use in the office category.",Colors: White/Green/Black; Sizes: XL
SKU-ELE-WEA-05218,2012.14,P005218,Essential Silicone Wearable,"family, giftable",948,,3.3,3 years,Electronics,2023-11-12,43x89x24 cm,"A essential wearable made from silicone, suitable for everyday use in the electronics category.",Colors: Blue/Gray/Red; Sizes: L/One Size/M
SKU-OFF-STA-05219,605.11,P005219,Pro Leather Stationery,"durable, eco-friendly, sale, trending",944,,3.1,3 months,Office,2024-03-26,77x46x42 cm,"A pro stationery made from leather, suitable for everyday use in the office category.",Colors: Red/White; Sizes: M/XL
SKU-ELE-WEA-05220,451.85,P005220,Compact Silicone Wearable,"eco-friendly, giftable, lightweight",741,,2.6,3 months,Electronics,2023-11-23,98x79x46 cm,"A compact wearable made from silicone, suitable for everyday use in the electronics category.",Colors: Brown; Sizes: S/One Size
SKU-TOY-PUZ-05221,974.47,P005221,Max Cotton Puzzle,"bestseller, limited, new, trending",1486,,3.7,1 year,Toys,2021-07-04,113x69x17 cm,"A max puzzle made from cotton, suitable for everyday use in the toys category.",Colors: Blue/Brown/Black/Gold; Sizes: One Size/S
SKU-BEA-FRA-05222,2255.10,P005222,Premium Leather Fragrance,"durable, limited",75,2023-11-07,3.4,6 months,Beauty,2022-01-11,112x49x17 cm,"A premium fragrance made from leather, suitable for everyday use in the beauty category.",Colors: Pink/Gray; Sizes: M
SKU-BEA-SKI-05223,1091.09,P005223,Pro Plastic Skincare,"durable, premium, sale",641,2025-12-08,3.9,3 months,Beauty,2023-09-04,31x7x30 cm,"A pro skincare made from plastic, suitable for everyday use in the beauty category.",Colors: Black/Silver; Sizes: One Size
SKU-FAS-WOM-05224,477.67,P005224,Premium Leather Women,"bestseller, eco-friendly, family, giftable",1093,,2.6,3 years,Fashion,2023-06-16,73x16x23 cm,"A premium women made from leather, suitable for everyday use in the fashion category.",Colors: Brown/Pink/Gray/Blue; Sizes: One Size
SKU-GRO-FRO-05225,2148.27,P005225,Classic Leather Frozen,"bestseller, limited, professional, trending",543,2022-12-24,5.0,No Warranty,Grocery,2021-06-25,118x74x1 cm,"A classic frozen made from leather, suitable for everyday use in the grocery category.",Colors: Green/Gray/Silver/Brown; Sizes: M
SKU-BEA-FRA-05226,619.15,P005226,Compact Steel Fragrance,"family, new, premium",905,2024-09-23,3.6,1 year,Beauty,2022-09-11,37x43x23 cm,"A compact fragrance made from steel, suitable for everyday use in the beauty category.",Colors: Black/Brown; Sizes: S/One Size
SKU-HOM-DEC-05227,1730.79,P005227,Classic Steel Decor,"bestseller, lightweight, premium, sale",957,,3.9,3 years,Home & Kitchen,2025-08-07,54x52x33 cm,"A classic decor made from steel, suitable for everyday use in the home & kitchen category.",Colors: Silver/White/Black/Brown; Sizes: L
SKU-SPO-ACC-05228,2150.36,P005228,Max Glass Accessorie,"giftable, sale",384,,4.0,2 years,Sports,2023-08-06,49x65x44 cm,"A max accessorie made from glass, suitable for everyday use in the sports category.",Colors: Black/Pink/Gray/Red; Sizes: XS/One Size/M
SKU-FAS-KID-05229,1162.72,P005229,Pro Wood Kid,"bestseller, family, new, sale",783,,3.4,3 years,Fashion,2024-06-20,103x46x15 cm,"A pro kid made from wood, suitable for everyday use in the fashion category.",Colors: Green/Brown/Red/Black; Sizes: One Size
SKU-FAS-MEN-05230,1818.82,P005230,Mini Plastic Men,"eco-friendly, professional, sale",63,,4.7,2 years,Fashion,2025-11-27,40x19x36 cm,"A mini men made from plastic, suitable for everyday use in the fashion category.",Colors: Red/Silver; Sizes: L/XS/M
SKU-BEA-WEL-05231,754.50,P005231,Deluxe Wood Wellnes,"bestseller, giftable, lightweight, sale",1048,2026-05-15,5.0,6 months,Beauty,2024-07-01,107x70x11 cm,"A deluxe wellnes made from wood, suitable for everyday use in the beauty category.",Colors: Gold/Red; Sizes: S/L
SKU-OFF-FUR-05232,1196.00,P005232,Classic Glass Furniture,"bestseller, limited, trending",1356,,2.6,3 months,Office,2022-08-20,113x76x46 cm,"A classic furniture made from glass, suitable for everyday use in the office category.",Colors: Brown/Black; Sizes: M
SKU-SPO-CYC-05233,1842.92,P005233,Premium Plastic Cycling,"limited, new, premium, professional",26,,3.3,3 years,Sports,2021-07-30,98x46x58 cm,"A premium cycling made from plastic, suitable for everyday use in the sports category.",Colors: Green/Gold/Brown/Silver; Sizes: L
SKU-BEA-SKI-05234,859.77,P005234,Pro Glass Skincare,"eco-friendly, lightweight, professional, trending",65,2026-07-23,4.9,3 years,Beauty,2024-05-09,93x48x50 cm,"A pro skincare made from glass, suitable for everyday use in the beauty category.",Colors: White; Sizes: XS/One Size/M
SKU-HOM-APP-05235,1131.63,P005235,Smart Plastic Appliance,"bestseller, durable",624,,2.6,6 months,Home & Kitchen,2024-04-15,104x89x28 cm,"A smart appliance made from plastic, suitable for everyday use in the home & kitchen category.",Colors: Green; Sizes: One Size/XS/XL
SKU-ELE-WEA-05236,539.57,P005236,Classic Cotton Wearable,"bestseller, family, lightweight",498,,3.0,2 years,Electronics,2021-05-12,79x45x24 cm,"A classic wearable made from cotton, suitable for everyday use in the electronics category.",Colors: Red/Gold/Silver; Sizes: S/One Size
SKU-BEA-HAI-05237,491.10,P005237,Ultra Glass Haircare,"family, professional",1228,2023-08-29,2.5,3 months,Beauty,2021-09-05,48x10x41 cm,"A ultra haircare made from glass, suitable for everyday use in the beauty category.",Colors: Gold/Brown; Sizes: S/XL
SKU-FAS-SHO-05238,626.51,P005238,Classic Plastic Shoe,"giftable, premium, sale, trending",242,,4.6,6 months,Fashion,2021-11-13,32x6x49 cm,"A classic shoe made from plastic, suitable for everyday use in the fashion category.",Colors: Gold/Green/Gray; Sizes: One Size/XS/S
SKU-FAS-WOM-05239,2216.03,P005239,Essential Steel Women,"eco-friendly, giftable, premium",988,,2.6,6 months,Fashion,2021-05-26,23x50x25 cm,"A essential women made from steel, suitable for everyday use in the fashion category.",Colors: Gray/Brown/White; Sizes: XL/XS
SKU-TOY-EDU-05240,1461.29,P005240,Max Wood Educational,"lightweight, professional, sale, trending",317,,2.9,6 months,Toys,2025-03-26,26x55x20 cm,"A max educational made from wood, suitable for everyday use in the toys category.",Colors: Pink; Sizes: XS
SKU-SPO-FIT-05241,1349.67,P005241,Premium Silicone Fitnes,"limited, sale",627,,4.8,2 years,Sports,2023-04-09,70x44x23 cm,"A premium fitnes made from silicone, suitable for everyday use in the sports category.",Colors: Silver/Blue/Green; Sizes: L
SKU-ELE-SMA-05242,1381.43,P005242,Ultra Steel Smartphone,"giftable, new, professional",1105,,4.7,2 years,Electronics,2023-08-05,65x6x3 cm,"A ultra smartphone made from steel, suitable for everyday use in the electronics category.",Colors: Red/Blue/White; Sizes: L/M/One Size
SKU-GRO-BEV-05243,1540.00,P005243,Classic Leather Beverage,"durable, lightweight, trending",566,2023-09-01,3.7,No Warranty,Grocery,2023-02-20,30x18x41 cm,"A classic beverage made from leather, suitable for everyday use in the grocery category.",Colors: White; Sizes: S
SKU-FAS-KID-05244,745.46,P005244,Compact Aluminum Kid,"bestseller, family, lightweight, professional",571,,3.2,No Warranty,Fashion,2024-01-14,33x26x28 cm,"A compact kid made from aluminum, suitable for everyday use in the fashion category.",Colors: Blue/Gray; Sizes: XL/L
SKU-SPO-OUT-05245,1623.37,P005245,Ultra Plastic Outdoor,"family, limited, trending",916,,2.6,1 year,Sports,2025-09-27,88x35x39 cm,"A ultra outdoor made from plastic, suitable for everyday use in the sports category.",Colors: White/Brown/Blue; Sizes: S/L/M
SKU-OFF-FUR-05246,723.00,P005246,Compact Silicone Furniture,"giftable, professional",818,,2.8,3 months,Office,2021-10-11,92x68x57 cm,"A compact furniture made from silicone, suitable for everyday use in the office category.",Colors: Gray; Sizes: M/L
SKU-GRO-PAN-05247,1807.89,P005247,Smart Silicone Pantry,"lightweight, premium",1020,2023-12-27,3.5,No Warranty,Grocery,2023-01-08,115x25x12 cm,"A smart pantry made from silicone, suitable for everyday use in the grocery category.",Colors: Pink/Red; Sizes: L
SKU-FAS-WOM-05248,1143.65,P005248,Essential Steel Women,"family, sale",730,,3.1,3 months,Fashion,2022-02-14,5x24x28 cm,"A essential women made from steel, suitable for everyday use in the fashion category.",Colors: Black/Pink/Brown/Gold; Sizes: XL/M/XS
SKU-SPO-FIT-05249,1906.26,P005249,Portable Plastic Fitnes,"bestseller, durable, limited",460,,3.3,3 months,Sports,2021-09-08,75x29x8 cm,"A portable fitnes made from plastic, suitable for everyday use in the sports category.",Colors: Gray; Sizes: XS
SKU-FAS-WOM-05250,2427.50,P005250,Eco Silicone Women,"bestseller, eco-friendly, family, new",1408,,4.0,6 months,Fashion,2023-09-08,39x30x40 cm,"A eco women made from silicone, suitable for everyday use in the fashion category.",Colors: Red/Pink; Sizes: L
SKU-ELE-LAP-05251,1289.57,P005251,Smart Aluminum Laptop,"lightweight, new, sale, trending",988,,4.9,2 years,Electronics,2021-05-26,80x35x8 cm,"A smart laptop made from aluminum, suitable for everyday use in the electronics category.",Colors: Black/White/Silver/Pink; Sizes: XS
SKU-SPO-OUT-05252,1774.81,P005252,Mini Cotton Outdoor,"family, professional",1063,,4.0,6 months,Sports,2023-05-10,19x31x58 cm,"A mini outdoor made from cotton, suitable for everyday use in the sports category.",Colors: Black/Green/Red/Gold; Sizes: XS/L/S
SKU-ELE-LAP-05253,1890.24,P005253,Portable Glass Laptop,"bestseller, durable, eco-friendly, premium",211,,2.6,3 months,Electronics,2021-09-08,70x65x35 cm,"A portable laptop made from glass, suitable for everyday use in the electronics category.",Colors: Silver/Gold/Red/Blue; Sizes: L/S/XL
SKU-HOM-STO-05254,2249.46,P005254,Pro Glass Storage,"family, giftable, premium",1038,,4.6,2 years,Home & Kitchen,2024-04-25,66x88x22 cm,"A pro storage made from glass, suitable for everyday use in the home & kitchen category.",Colors: Green/Pink/White/Silver; Sizes: One Size/XL
SKU-SPO-ACC-05255,1890.06,P005255,Ultra Aluminum Accessorie,"bestseller, lightweight, new",1165,,2.9,3 months,Sports,2025-03-04,110x63x50 cm,"A ultra accessorie made from aluminum, suitable for everyday use in the sports category.",Colors: Red/Green/Brown; Sizes: L
SKU-ELE-ACC-05256,1121.05,P005256,Mini Steel Accessorie,"eco-friendly, giftable",294,,4.4,3 years,Electronics,2024-05-03,31x18x47 cm,"A mini accessorie made from steel, suitable for everyday use in the electronics category.",Colors: Gray/Red/Silver/Black; Sizes: XS
SKU-SPO-OUT-05257,612.47,P005257,Smart Leather Outdoor,"family, new, premium, professional",618,,4.5,3 months,Sports,2022-01-28,20x59x59 cm,"A smart outdoor made from leather, suitable for everyday use in the sports category.",Colors: Brown/Red/Gold/Green; Sizes: XS/L/S
SKU-OFF-STA-05258,986.84,P005258,Premium Silicone Stationery,"bestseller, eco-friendly, sale, trending",680,,4.0,1 year,Office,2024-03-27,27x18x18 cm,"A premium stationery made from silicone, suitable for everyday use in the office category.",Colors: Silver/White; Sizes: M/XL/L
SKU-OFF-PRI-05259,996.11,P005259,Deluxe Glass Printing,"eco-friendly, giftable",415,,5.0,2 years,Office,2022-05-27,94x36x13 cm,"A deluxe printing made from glass, suitable for everyday use in the office category.",Colors: Gold/Brown/Black; Sizes: One Size/S/L
